How many people are affected by 2-hydroxyglutaric aciduria?,D-2-HGA and L-2-HGA have each been reported to affect fewer than 150 individuals worldwide. 
What are the genetic changes related to 2-hydroxyglutaric aciduria?,It is caused by mutations in the D2HGDH gene. 
Is 2-hydroxyglutaric aciduria inherited?,"D-2-HGA type I,L-2-HGA,and combined D,L-2-HGA all have an autosomal recessive pattern of inheritance. "
What are the treatments for 2-hydroxyglutaric aciduria?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 2-methylbutyryl-CoA dehydrogenase deficiency?,A type of organic acid disorder in which the body is unable to process proteins properly. 
How many people are affected by 2-methylbutyryl-CoA dehydrogenase deficiency?,Its actual incidence is unknown. 
What are the genetic changes related to 2-methylbutyryl-CoA dehydrogenase deficiency?,Mutations in the ACADSB gene cause 2-methylbutyryl-CoA dehydrogenase deficiency.  
Is 2-methylbutyryl-CoA dehydrogenase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 2-methylbutyryl-CoA dehydrogenase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 21-hydroxylase deficiency?,21-hydroxylase deficiency is an inherited disorder that affects the adrenal glands.
How many people are affected by 21-hydroxylase deficiency?,"The prevalence of the non-classic form of 21-hydroxylase deficiency is estimated to be 1 in 1,000 individuals. "
What are the genetic changes related to 21-hydroxylase deficiency?,Mutations in the CYP21A2 gene cause 21-hydroxylase deficiency.
Is 21-hydroxylase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 21-hydroxylase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 22q11.2 deletion syndrome?,A disorder caused by the deletion of a small piece of chromosome 22.
How many people are affected by 22q11.2 deletion syndrome?,"22q11.2 deletion syndrome affects an estimated 1 in 4,000 people. "
What are the genetic changes related to 22q11.2 deletion syndrome?,Missing a sequence of about 3 million DNA building blocks on one copy of chromosome 22 in each cell. 
Is 22q11.2 deletion syndrome inherited?,The inheritance of 22q11.2 deletion syndrome is considered autosomal dominant.
What are the treatments for 22q11.2 deletion syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 22q11.2 duplication?,22q11.2 duplication is a condition caused by an extra copy of a small piece of chromosome 22. 
How many people are affected by 22q11.2 duplication?,The prevalence of the disease in the general population is difficult to determine. 
What are the genetic changes related to 22q11.2 duplication?,People with 22q11.2 duplication have an extra copy of some genetic material on chromosome 22.
Is 22q11.2 duplication inherited?,The inheritance of 22q11.2 duplication is considered autosomal dominant. 
What are the treatments for 22q11.2 duplication?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 22q13.3 deletion syndrome?,A disorder caused by the loss of a small piece of chromosome 22.
How many people are affected by 22q13.3 deletion syndrome?,At least 500 cases of 22q13.3 deletion syndrome are known.
What are the genetic changes related to 22q13.3 deletion syndrome?,22q13.3 deletion syndrome is caused by a deletion near the end of chromosome 22.
Is 22q13.3 deletion syndrome inherited?,Most cases of 22q13.3 deletion syndrome are not inherited. 
What are the treatments for 22q13.3 deletion syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 2q37 deletion syndrome?,2q37 deletion syndrome is a condition that can affect many parts of the body. 
How many people are affected by 2q37 deletion syndrome?,Its exact prevalence is unknown. 
What are the genetic changes related to 2q37 deletion syndrome?,This syndrome is caused by a deletion of genetic material from a chromosome 2. 
Is 2q37 deletion syndrome inherited?,Most cases of 2q37 deletion syndrome are not inherited.
What are the treatments for 2q37 deletion syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 3-beta-hydroxysteroid dehydrogenase deficiency?,An disorder that affects hormone-producing glands including the gonads and the adrenal glands.
How many people are affected by 3-beta-hydroxysteroid dehydrogenase deficiency?,At least 60 affected individuals have been reported.
What are the genetic changes related to 3-beta-hydroxysteroid dehydrogenase deficiency?,Mutations in the HSD3B2 gene cause 3-HSD deficiency.
Is 3-beta-hydroxysteroid dehydrogenase deficiency inherited?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for 3-beta-hydroxysteroid dehydrogenase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 3-hydroxy-3-methylglutaryl-CoA lyase deficiency?,An inherited disorder in which the body cannot process a particular protein building block.
How many people are affected by 3-hydroxy-3-methylglutaryl-CoA lyase deficiency?,It has been reported in fewer than 100 individuals worldwide.
What are the genetic changes related to 3-hydroxy-3-methylglutaryl-CoA lyase deficiency?,Mutations in the HMGCL gene cause HMG-CoA lyase deficiency. 
Is 3-hydroxy-3-methylglutaryl-CoA lyase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 3-hydroxy-3-methylglutaryl-CoA lyase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 3-hydroxyacyl-CoA dehydrogenase deficiency?,It is an inherited condition that prevents the body from converting certain fats to energy.  
How many people are affected by 3-hydroxyacyl-CoA dehydrogenase deficiency?,It has been reported in only a small number of people worldwide.
What are the genetic changes related to 3-hydroxyacyl-CoA dehydrogenase deficiency?,Mutations in the HADH gene cause 3-hydroxyacyl-CoA dehydrogenase deficiency. 
Is 3-hydroxyacyl-CoA dehydrogenase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 3-hydroxyacyl-CoA dehydrogenase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 3-M syndrome?,"A disorder that causes short stature,unusual facial features,and skeletal abnormalities. "
How many people are affected by 3-M syndrome?,About 50 individuals with this disorder have been identified worldwide.
What are the genetic changes related to 3-M syndrome?,Mutations in the CUL7 gene cause 3-M syndrome. 
Is 3-M syndrome inherited?,This condition is inherited in an autosomal recessive pattern.
What are the treatments for 3-M syndrome?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is 3-methylcrotonyl-CoA carboxylase deficiency?,An inherited disorder in which the body is unable to process certain proteins properly. 
How many people are affected by 3-methylcrotonyl-CoA carboxylase deficiency?,"This condition is detected in an estimated 1 in 36,000 newborns worldwide."
What are the genetic changes related to 3-methylcrotonyl-CoA carboxylase deficiency?,Mutations in the MCCC1 or MCCC2 gene can cause 3-MCC deficiency. 
Is 3-methylcrotonyl-CoA carboxylase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 3-methylcrotonyl-CoA carboxylase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
What is (are) 3-methylglutaconyl-CoA hydratase deficiency?,This is an inherited condition that causes neurological problems. 
How many people are affected by 3-methylglutaconyl-CoA hydratase deficiency?,At least 20 cases have been reported in the scientific literature.
What are the genetic changes related to 3-methylglutaconyl-CoA hydratase deficiency?,Mutations in the AUH gene cause 3-methylglutaconyl-CoA hydratase deficiency. 
Is 3-methylglutaconyl-CoA hydratase deficiency inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 3-methylglutaconyl-CoA hydratase deficiency?,"Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation."
What is (are) 3MC syndrome?,A disorder characterized by unusual facial features and problems affecting organs of the body.  
How many people are affected by 3MC syndrome?,Its exact prevalence is unknown.
What are the genetic changes related to 3MC syndrome?,3MC syndrome is caused by mutations in the COLEC11 or MASP1 gene. 
Is 3MC syndrome inherited?,This condition is inherited in an autosomal recessive pattern. 
What are the treatments for 3MC syndrome?,"Diagnostic Tests,Drug Therapy,Genetic Counseling."
"What is 46,XX testicular disorder of sex development?","46,XX testicular DSD is a rare form of sex reversal in infertile men. "
"How many people are affected by 46,XX testicular disorder of sex development?","Approximately 1 in 20,000 individuals with a male appearance have this disorder."
"What are the genetic changes related to 46,XX testicular disorder of sex development?",The condition results from an abnormal exchange of genetic material between chromosomes. 
"Is 46,XX testicular disorder of sex development inherited?","SRY-positive 46,XX testicular disorder of sex development is almost never inherited."
"What are the treatments for 46,XX testicular disorder of sex development?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
"What is (are) 47,XYY syndrome?","47,XYY syndrome is characterized by an extra copy of the Y chromosome in each of a male's cells."
"How many people are affected by 47,XYY syndrome?","This condition occurs in about 1 in 1,000 newborn boys. "
"What are the genetic changes related to 47,XYY syndrome?",This is caused by the presence of an extra copy of the Y chromosome in each of a male's cells.
"Is 47,XYY syndrome inherited?","Most cases of 47,XYY syndrome are not inherited."
"What are the treatments for 47,XYY syndrome?","Diagnostic Tests,Drug Therapy,Surgery and Rehabilitation,Genetic Counseling."
